ID,REGION,DIVISION,STATE,LOG FAMILY INCOME DOLLARS,HOUSEHOLD LANGUAGE,LOG HOUSEHOLD INCOME DOLLARS,LIMITED ENGLISH SPEAKING,WORKERS IN FAMILY,PERSONS IN FAMILY
2013001307098,West,Mountain,16,Non-Family,English only,10.36,False,Non-Family,Non-Family
2009000206050,Midwest,East North Central,17,Non-Family,Spanish,10.29,False,Non-Family,Non-Family
2009000300975,Midwest,East North Central,17,11.76,English only,11.76,False,0,2
2009000524447,Midwest,East North Central,17,12.5,English only,12.5,False,2,3
2009000637884,Midwest,East North Central,17,Non-Family,English only,10.35,False,Non-Family,Non-Family
2009000730479,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000861278,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000924458,Midwest,East North Central,17,12.69,Other Indo-European,12.69,False,2,2
2009000927456,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000935758,Midwest,East North Central,17,Non-Family,English only,13.1,False,Non-Family,Non-Family
2009001035749,Midwest,East North Central,17,12.38,English only,12.38,False,1,5
2009001094503,Midwest,East North Central,17,Non-Family,Other Indo-European,9.64,True,Non-Family,Non-Family
2009001107284,Midwest,East North Central,17,13.42,English only,13.42,False,2,5
2009001154907,Midwest,East North Central,17,11.91,English only,12.25,False,1,2
2010000131746,Midwest,East North Central,17,Non-Family,English only,12.28,False,Non-Family,Non-Family
2010000607440,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000609572,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000673500,Midwest,East North Central,17,Non-Family,English only,13.83,False,Non-Family,Non-Family
2010000837183,Midwest,East North Central,17,12.25,English only,12.25,False,0,2
2010001058283,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001097533,Midwest,East North Central,17,Non-Family,English only,11.9,False,Non-Family,Non-Family
2010001242835,Midwest,East North Central,17,Non-Family,English only,10.1,False,Non-Family,Non-Family
2010001273448,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000148137,Midwest,East North Central,17,Non-Family,English only,10.64,False,Non-Family,Non-Family
2011000392867,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000485509,Midwest,East North Central,17,Non-Family,English only,10.22,False,Non-Family,Non-Family
2011000615780,Midwest,East North Central,17,10.91,English only,10.91,False,0,2
2011000751181,Midwest,East North Central,17,11.3,English only,11.3,False,1,4
2011000797656,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000855715,Midwest,East North Central,17,12.17,English only,12.17,False,3+,4
2011001332777,Midwest,East North Central,17,9.91,Spanish,11.28,True,1,5
2012000216850,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000601330,Midwest,East North Central,17,8.42,English only,8.42,False,0,3
2012000632484,Midwest,East North Central,17,10.27,Other Indo-European,10.27,False,0,2
2012000645431,Midwest,East North Central,17,Non-Family,English only,9.4,False,Non-Family,Non-Family
2012000652479,Midwest,East North Central,17,Non-Family,English only,5.78,False,Non-Family,Non-Family
2012000672836,Midwest,East North Central,17,12.42,English only,12.42,False,3+,4
2012000834344,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001066436,Midwest,East North Central,17,10.97,Asian and Pacific Island,10.97,True,1,2
2012001236357,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000061527,Midwest,East North Central,17,Non-Family,English only,10.68,False,Non-Family,Non-Family
2013000096290,Midwest,East North Central,17,9.5,Spanish,9.5,False,1,2
2013000241353,Midwest,East North Central,17,11.09,Spanish,11.09,False,3+,4
2013000535726,Midwest,East North Central,17,Non-Family,English only,10.39,False,Non-Family,Non-Family
2013000774321,Midwest,East North Central,17,11.59,Asian and Pacific Island,11.59,False,3+,3
2013000789805,Midwest,East North Central,17,10.68,English only,10.68,False,2,3
2013000878392,Midwest,East North Central,17,11.67,English only,11.67,False,2,2
2013001273691,Midwest,East North Central,17,11.84,Asian and Pacific Island,11.84,False,3+,4
2013001389416,Midwest,East North Central,17,10.53,Spanish,10.53,False,3+,5
2009000021130,Midwest,East North Central,18,11.98,Spanish,11.98,False,2,2
2009000089038,Midwest,East North Central,18,11.68,English only,11.68,False,2,2
2009001025430,Midwest,East North Central,18,11.02,English only,11.02,False,1,2
2009001164452,Midwest,East North Central,18,Non-Family,English only,11.88,False,Non-Family,Non-Family
2009001379618,Midwest,East North Central,18,12.18,English only,12.18,False,2,2
2010000215888,Midwest,East North Central,18,10.9,Asian and Pacific Island,10.9,False,1,2
2010000258328,Midwest,East North Central,18,Non-Family,English only,11.36,False,Non-Family,Non-Family
2010000616698,Midwest,East North Central,18,13.58,English only,13.58,False,1,2
2010000791187,Midwest,East North Central,18,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001284178,Midwest,East North Central,18,Non-Family,English only,10.96,False,Non-Family,Non-Family
2011000765348,Midwest,East North Central,18,Non-Family,English only,9.91,False,Non-Family,Non-Family
2011000931673,Midwest,East North Central,18,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000261472,Midwest,East North Central,18,11.56,English only,11.56,False,0,3
2012000263191,Midwest,East North Central,18,11.17,English only,11.17,False,0,2
2012000421823,Midwest,East North Central,18,Non-Family,English only,10.42,False,Non-Family,Non-Family
2012000572664,Midwest,East North Central,18,11.54,English only,11.54,False,2,5
2012000681454,Midwest,East North Central,18,Non-Family,Spanish,11.62,False,Non-Family,Non-Family
2012000706889,Midwest,East North Central,18,9.36,English only,9.36,False,1,5
2012001157129,Midwest,East North Central,18,13.08,English only,13.08,False,2,4
2012001425117,Midwest,East North Central,18,11.59,English only,11.59,False,2,2
2013000029471,Midwest,East North Central,18,Non-Family,Asian and Pacific Island,9.77,False,Non-Family,Non-Family
2013000211844,Midwest,East North Central,18,10.89,English only,10.89,False,3+,4
2013001045722,Midwest,East North Central,18,11.32,English only,11.32,False,2,4
2013001112627,Midwest,East North Central,18,11.16,English only,11.16,False,3+,3
2013001151887,Midwest,East North Central,18,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000383425,Midwest,West North Central,19,11.27,English only,11.27,False,1,2
2009000506188,Midwest,West North Central,19,10.93,English only,10.93,False,2,2
2010000090383,Midwest,West North Central,19,Non-Family,English only,10.61,False,Non-Family,Non-Family
2010000212988,Midwest,West North Central,19,11.65,English only,11.65,False,1,4
2010000559911,Midwest,West North Central,19,12.64,English only,12.64,False,2,2
2010000699160,Midwest,West North Central,19,11.35,English only,11.35,False,1,2
2010000923966,Midwest,West North Central,19,11.77,Asian and Pacific Island,11.77,True,2,6
2011000304850,Midwest,West North Central,19,Non-Family,English only,10.65,False,Non-Family,Non-Family
2011000807128,Midwest,West North Central,19,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001463470,Midwest,West North Central,19,13.28,English only,13.28,False,2,2
2012000554800,Midwest,West North Central,19,10.91,Other Indo-European,10.91,False,2,3
2012000993733,Midwest,West North Central,19,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001031632,Midwest,West North Central,19,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001414040,Midwest,West North Central,19,12.82,English only,12.82,False,2,5
2009000425189,Midwest,West North Central,20,Non-Family,English only,10.99,False,Non-Family,Non-Family
2009001055137,Midwest,West North Central,20,11.94,English only,11.94,False,2,5
2010000827285,Midwest,West North Central,20,12.04,English only,12.73,False,2,2
2011000570075,Midwest,West North Central,20,13.55,English only,13.55,False,1,3
2012000251067,Midwest,West North Central,20,10.49,English only,10.49,False,1,2
2012000325187,Midwest,West North Central,20,11.18,English only,11.18,False,1,2
2012000954882,Midwest,West North Central,20,11.3,Spanish,11.3,False,2,2
2012001485195,Midwest,West North Central,20,Non-Family,English only,10.75,False,Non-Family,Non-Family
2013000037752,Midwest,West North Central,20,Non-Family,English only,9.91,False,Non-Family,Non-Family
2013000124756,Midwest,West North Central,20,12.72,English only,12.72,False,2,2
2013000922949,Midwest,West North Central,20,Non-Family,English only,9.14,False,Non-Family,Non-Family
2013001080961,Midwest,West North Central,20,Non-Family,English only,9.69,False,Non-Family,Non-Family
2013001211723,Midwest,West North Central,20,10.74,English only,10.74,False,2,4
2009000023408,South,East South Central,21,10.67,English only,10.67,False,2,4
2009001278600,South,East South Central,21,13.88,English only,13.88,False,2,2
2009001326898,South,East South Central,21,Non-Family,English only,13.13,False,Non-Family,Non-Family
2009001366119,South,East South Central,21,Non-Family,English only,10.44,False,Non-Family,Non-Family
2010000547055,South,East South Central,21,10.11,English only,10.11,False,0,2
2010001183164,South,East South Central,21,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001205346,South,East South Central,21,11.03,English only,11.06,False,1,2
2011000233323,South,East South Central,21,11.57,English only,11.57,False,0,2
2011001317003,South,East South Central,21,Non-Family,English only,10.94,False,Non-Family,Non-Family
2011001319548,South,East South Central,21,Non-Family,English only,10.8,False,Non-Family,Non-Family
2011001385371,South,East South Central,21,11.72,Asian and Pacific Island,11.72,False,2,4
2012000067299,South,East South Central,21,Non-Family,English only,10.38,False,Non-Family,Non-Family
2012001447485,South,East South Central,21,11.34,English only,11.34,False,2,2
2013000374844,South,East South Central,21,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000105952,South,West South Central,22,12.63,English only,12.63,False,2,2
2009000196774,South,West South Central,22,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000651326,South,West South Central,22,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000991896,South,West South Central,22,Non-Family,English only,11.87,False,Non-Family,Non-Family
2011000154142,South,West South Central,22,Non-Family,English only,10.54,False,Non-Family,Non-Family
2011000195003,South,West South Central,22,11.87,English only,11.87,False,1,2
2011000337461,South,West South Central,22,11.6,English only,11.6,False,1,2
2011001080622,South,West South Central,22,Non-Family,English only,9.99,False,Non-Family,Non-Family
2011001289174,South,West South Central,22,Non-Family,English only,9.54,False,Non-Family,Non-Family
2012000812881,South,West South Central,22,11.81,English only,11.81,False,1,5
2012000961726,South,West South Central,22,11.24,English only,11.24,False,1,5
2013000595563,South,West South Central,22,10.95,English only,10.95,False,1,2
2013000701114,South,West South Central,22,10.63,English only,10.8,False,2,2
2013000721419,South,West South Central,22,Non-Family,English only,10.68,False,Non-Family,Non-Family
2013000833551,South,West South Central,22,11.31,English only,11.31,False,1,4
2013001170502,South,West South Central,22,11.41,English only,11.41,False,2,3
2009000082076,Northeast,New England,23,12.55,English only,12.55,False,1,2
2009000787681,Northeast,New England,23,Non-Family,English only,10.24,False,Non-Family,Non-Family
2009000819384,Northeast,New England,23,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000928037,Northeast,New England,23,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000983450,Northeast,New England,23,12.09,English only,12.09,False,2,2
2012001090081,Northeast,New England,23,11.96,English only,11.96,False,2,2
2012001309807,Northeast,New England,23,Non-Family,English only,9.97,False,Non-Family,Non-Family
2013000901506,Northeast,New England,23,11.59,English only,11.59,False,2,2
2013001445105,Northeast,New England,23,10.6,English only,10.6,False,2,2
2009000161899,South,South Atlantic,24,10.64,English only,10.64,False,0,2
2009000717319,South,South Atlantic,24,11.25,English only,11.6,False,1,5
2009000807872,South,South Atlantic,24,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001332224,South,South Atlantic,24,Non-Family,English only,11.15,False,Non-Family,Non-Family
2009001339376,South,South Atlantic,24,Non-Family,Spanish,10.39,True,Non-Family,Non-Family
2009001374572,South,South Atlantic,24,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000172931,South,South Atlantic,24,10.78,English only,10.78,False,2,4
2010000197193,South,South Atlantic,24,11.79,English only,11.79,False,3+,3
2010000901376,South,South Atlantic,24,12.38,Other Indo-European,12.38,False,2,3
2010001119224,South,South Atlantic,24,12.25,English only,12.25,False,0,2
2010001129546,South,South Atlantic,24,11.56,English only,11.56,False,2,2
2011000395587,South,South Atlantic,24,Non-Family,English only,12.05,False,Non-Family,Non-Family
2011000398340,South,South Atlantic,24,Non-Family,English only,9.59,False,Non-Family,Non-Family
2012000166492,South,South Atlantic,24,11.38,English only,11.38,False,2,4
2012000206101,South,South Atlantic,24,10.88,English only,10.88,False,0,2
2012000649304,South,South Atlantic,24,11.41,English only,11.41,False,2,4
2012000768152,South,South Atlantic,24,11.22,English only,11.22,False,1,3
2013000220238,South,South Atlantic,24,11.24,Spanish,11.24,False,1,2
2013000237313,South,South Atlantic,24,10.05,Other,10.05,True,1,4
2013001046668,South,South Atlantic,24,Non-Family,English only,10.32,False,Non-Family,Non-Family
2013001180723,South,South Atlantic,24,10.03,English only,10.03,False,1,3
2013001344704,South,South Atlantic,24,Non-Family,English only,10.96,False,Non-Family,Non-Family
2009000157065,Northeast,New England,25,12.39,English only,12.39,False,3+,4
2009000422477,Northeast,New England,25,12.79,English only,12.79,False,3+,3
2009000881313,Northeast,New England,25,Non-Family,English only,10.71,False,Non-Family,Non-Family
2009000989626,Northeast,New England,25,Non-Family,English only,10.49,False,Non-Family,Non-Family
2009000999014,Northeast,New England,25,11.89,Asian and Pacific Island,11.89,False,1,3
2009001158265,Northeast,New England,25,Non-Family,English only,10.95,False,Non-Family,Non-Family
2010000774004,Northeast,New England,25,12.07,English only,12.73,False,1,2
2010000940256,Northeast,New England,25,Non-Family,Other Indo-European,10.94,False,Non-Family,Non-Family
2011000308413,Northeast,New England,25,Non-Family,English only,11.65,False,Non-Family,Non-Family
2011000374363,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001089992,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001143055,Northeast,New England,25,10.66,English only,10.66,False,1,2
2011001281294,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001331003,Northeast,New England,25,9.71,Other Indo-European,11.06,False,1,2
2011001500976,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000512883,Northeast,New England,25,Non-Family,English only,12.47,False,Non-Family,Non-Family
2012001370375,Northeast,New England,25,Non-Family,English only,10.91,False,Non-Family,Non-Family
2013000391512,Northeast,New England,25,13.2,English only,13.2,False,1,5
2013000395489,Northeast,New England,25,12.34,English only,12.34,False,3+,5
2013001296188,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000114065,Midwest,East North Central,26,10.73,English only,10.73,False,0,2
2009000359465,Midwest,East North Central,26,Non-Family,English only,8.86,False,Non-Family,Non-Family
2009000879590,Midwest,East North Central,26,Non-Family,English only,12.29,False,Non-Family,Non-Family
2009001195638,Midwest,East North Central,26,12.92,English only,12.92,False,2,3
2009001362972,Midwest,East North Central,26,12.08,English only,12.08,False,2,3
2010000098642,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000513556,Midwest,East North Central,26,11.53,English only,11.53,False,2,3
2010000958838,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001075494,Midwest,East North Central,26,8.93,English only,8.93,False,0,2
2010001363238,Midwest,East North Central,26,Non-Family,English only,9.98,False,Non-Family,Non-Family
2011000360110,Midwest,East North Central,26,Non-Family,English only,9.54,False,Non-Family,Non-Family
2011000422342,Midwest,East North Central,26,11.4,English only,11.4,False,1,2
2011000463577,Midwest,East North Central,26,12.1,English only,12.29,False,2,2
2011000469494,Midwest,East North Central,26,Non-Family,English only,10.41,False,Non-Family,Non-Family
2011000565852,Midwest,East North Central,26,Non-Family,English only,11.06,False,Non-Family,Non-Family
2011000581602,Midwest,East North Central,26,Non-Family,English only,9.45,False,Non-Family,Non-Family
2011000584180,Midwest,East North Central,26,10.5,English only,10.5,False,0,2
2011000702748,Midwest,East North Central,26,11.06,English only,11.06,False,0,2
2011000952670,Midwest,East North Central,26,11.62,English only,11.62,False,2,6
2011001029520,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001356916,Midwest,East North Central,26,Non-Family,English only,12.03,False,Non-Family,Non-Family
2011001469209,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001497485,Midwest,East North Central,26,10.6,English only,10.6,False,1,2
2012000078549,Midwest,East North Central,26,Non-Family,English only,10.49,False,Non-Family,Non-Family
2012000091347,Midwest,East North Central,26,10.67,Other Indo-European,10.67,True,0,2
2012000128522,Midwest,East North Central,26,10.63,English only,10.63,False,0,2
2012000421264,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000686088,Midwest,East North Central,26,11.45,English only,11.45,False,2,2
2012001178834,Midwest,East North Central,26,Non-Family,English only,7.62,False,Non-Family,Non-Family
2012001318220,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000068913,Midwest,East North Central,26,9.67,English only,9.67,False,1,3
2013000503714,Midwest,East North Central,26,10.36,English only,11.04,False,1,4
2013000578007,Midwest,East North Central,26,Non-Family,English only,11.38,False,Non-Family,Non-Family
2013000638849,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001106086,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001265071,Midwest,East North Central,26,Non-Family,English only,10.96,False,Non-Family,Non-Family
2013001320936,Midwest,East North Central,26,Non-Family,English only,9.83,False,Non-Family,Non-Family
2009000076445,Midwest,West North Central,27,11.39,English only,12.27,False,2,3
2009000162111,Midwest,West North Central,27,Non-Family,English only,11.19,False,Non-Family,Non-Family
2009000336045,Midwest,West North Central,27,12.13,English only,12.13,False,2,2
2009000425171,Midwest,West North Central,27,11.99,English only,11.99,False,0,2
2009000767581,Midwest,West North Central,27,13.22,English only,13.22,False,2,2
2009000797536,Midwest,West North Central,27,12.01,English only,12.01,False,2,3
2009001070698,Midwest,West North Central,27,12.45,English only,12.45,False,1,2
2010000778527,Midwest,West North Central,27,11.26,English only,11.26,False,1,2
2010001181212,Midwest,West North Central,27,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001246133,Midwest,West North Central,27,Non-Family,English only,10.08,False,Non-Family,Non-Family
2011000293599,Midwest,West North Central,27,Non-Family,English only,10.81,False,Non-Family,Non-Family
2011000618592,Midwest,West North Central,27,Non-Family,English only,10.21,False,Non-Family,Non-Family
2011000646763,Midwest,West North Central,27,12.16,English only,12.16,False,2,2
2011001142839,Midwest,West North Central,27,Non-Family,English only,9.97,False,Non-Family,Non-Family
2011001240818,Midwest,West North Central,27,Non-Family,English only,11.64,False,Non-Family,Non-Family
2011001466700,Midwest,West North Central,27,11.79,English only,11.79,False,2,2
2012000086802,Midwest,West North Central,27,10.57,English only,10.57,False,0,2
2012000217465,Midwest,West North Central,27,11.13,English only,11.13,False,0,2
2012000661193,Midwest,West North Central,27,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000797527,Midwest,West North Central,27,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001121808,Midwest,West North Central,27,11.93,English only,11.93,False,3+,5
2013000038740,Midwest,West North Central,27,Non-Family,English only,7.84,False,Non-Family,Non-Family
2013000914012,Midwest,West North Central,27,11.97,English only,11.97,False,2,4
2013001309685,Midwest,West North Central,27,Non-Family,English only,11.38,False,Non-Family,Non-Family
2013001331175,Midwest,West North Central,27,Non-Family,English only,11.94,False,Non-Family,Non-Family
2009000130539,South,East South Central,28,11.68,Other Indo-European,11.68,False,2,4
2009000398874,South,East South Central,28,10.85,English only,10.85,False,1,3
2009000544494,South,East South Central,28,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000591044,South,East South Central,28,9.5,English only,11.28,False,1,2
2010000675564,South,East South Central,28,10.76,English only,10.76,False,2,2
2010000898437,South,East South Central,28,10.98,English only,10.98,False,1,2
2010000961630,South,East South Central,28,11.32,English only,11.32,False,1,2
2011000043828,South,East South Central,28,11.53,English only,11.53,False,2,3
2011000087663,South,East South Central,28,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000434702,South,East South Central,28,12.21,English only,12.21,False,1,2
2011000748268,South,East South Central,28,10.13,English only,10.13,False,2,2
2011000815879,South,East South Central,28,0,English only,0,False,0,2
2012000063345,South,East South Central,28,11.37,English only,11.37,False,2,4
2012000884089,South,East South Central,28,Non-Family,English only,11.09,False,Non-Family,Non-Family
2012000904998,South,East South Central,28,11.69,English only,11.69,False,2,5
2013000741992,South,East South Central,28,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000889497,South,East South Central,28,10.85,English only,10.85,False,2,5
2009000010093,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000716362,Midwest,West North Central,29,12.42,English only,12.42,False,3+,3
2009000857293,Midwest,West North Central,29,11.65,English only,11.65,False,2,2
2009001010224,Midwest,West North Central,29,11.49,English only,11.49,False,2,2
2009001220248,Midwest,West North Central,29,11.56,English only,11.56,False,2,2
2010000231571,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001071265,Midwest,West North Central,29,Non-Family,English only,12.06,False,Non-Family,Non-Family
2010001276769,Midwest,West North Central,29,Non-Family,English only,10.62,False,Non-Family,Non-Family
2011001081249,Midwest,West North Central,29,11.67,English only,11.67,False,2,3
2011001090127,Midwest,West North Central,29,13.04,Other Indo-European,13.04,False,3+,3
2011001098903,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001118504,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000041861,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000277982,Midwest,West North Central,29,10.25,English only,10.25,False,2,2
2012000476924,Midwest,West North Central,29,11.84,English only,11.84,False,2,2
2012000517958,Midwest,West North Central,29,Non-Family,English only,11.98,False,Non-Family,Non-Family
2012000807349,Midwest,West North Central,29,11.53,English only,11.53,False,3+,3
2012000807723,Midwest,West North Central,29,Non-Family,English only,10.2,False,Non-Family,Non-Family
2012000807933,Midwest,West North Central,29,11.43,English only,11.43,False,2,2
2012000961709,Midwest,West North Central,29,12.43,English only,12.43,False,1,2
2012001230952,Midwest,West North Central,29,11.83,English only,11.83,False,3+,5
2013000258587,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000390732,Midwest,West North Central,29,9.45,English only,9.45,False,1,6
2013000612779,Midwest,West North Central,29,10.68,English only,11.09,False,2,2
2013001365213,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001374228,West,Mountain,30,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001008931,West,Mountain,30,12.28,English only,12.28,False,2,2
2011000884802,West,Mountain,30,Non-Family,English only,11.06,False,Non-Family,Non-Family
2012000131583,West,Mountain,30,11.75,English only,11.75,False,1,2
2009000783384,Midwest,West North Central,31,11.06,English only,11.06,False,0,2
2010000840488,Midwest,West North Central,31,11.96,English only,11.96,False,2,2
2010000949330,Midwest,West North Central,31,Non-Family,English only,9.95,False,Non-Family,Non-Family
2011000442614,Midwest,West North Central,31,Non-Family,English only,10.88,False,Non-Family,Non-Family
2011001104802,Midwest,West North Central,31,11.69,English only,11.69,False,2,4
2011001195192,Midwest,West North Central,31,12.29,English only,12.29,False,2,2
2011001285274,Midwest,West North Central,31,Non-Family,English only,10.59,False,Non-Family,Non-Family
2012000310591,Midwest,West North Central,31,Non-Family,English only,10.87,False,Non-Family,Non-Family
2012000638319,Midwest,West North Central,31,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000649187,Midwest,West North Central,31,11.6,English only,11.6,False,1,2
2009001292552,West,Mountain,32,12.84,English only,12.84,False,2,2
2010000208579,West,Mountain,32,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000924048,West,Mountain,32,12.33,English only,12.33,False,3+,4
2010001007005,West,Mountain,32,11.84,Other Indo-European,11.84,False,1,7
2010001383461,West,Mountain,32,Non-Family,English only,11.02,False,Non-Family,Non-Family
2011000985028,West,Mountain,32,10.07,English only,10.07,False,0,2
2012000131563,West,Mountain,32,Non-Family,English only,9.76,False,Non-Family,Non-Family
2012000830013,West,Mountain,32,Non-Family,English only,11.05,False,Non-Family,Non-Family
2013001128020,West,Mountain,32,12.91,Other Indo-European,12.91,False,1,2
2009001068495,Northeast,New England,33,Non-Family,English only,12.45,False,Non-Family,Non-Family
2010000635402,Northeast,New England,33,Non-Family,Other Indo-European,12.13,False,Non-Family,Non-Family
2010001112709,Northeast,New England,33,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000392765,Northeast,New England,33,11.87,English only,11.87,False,0,2
2011000932236,Northeast,New England,33,11.34,English only,11.34,False,2,2
2011001263954,Northeast,New England,33,10.17,English only,10.17,False,0,2
2013000087733,Northeast,New England,33,10.9,English only,11.44,False,1,4
2013000315410,Northeast,New England,33,10.6,English only,10.6,False,2,4
2013000547431,Northeast,New England,33,10.94,English only,10.94,False,1,2
2013001131140,Northeast,New England,33,Non-Family,English only,10.42,False,Non-Family,Non-Family
2009000386730,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000406076,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000415187,Northeast,Middle Atlantic,34,Non-Family,English only,11.33,False,Non-Family,Non-Family
2009000657991,Northeast,Middle Atlantic,34,Non-Family,Other,10.75,False,Non-Family,Non-Family
2009000794520,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001112700,Northeast,Middle Atlantic,34,14.26,English only,14.26,False,2,2
2010000294674,Northeast,Middle Atlantic,34,11.35,English only,11.35,False,0,2
2010000531904,Northeast,Middle Atlantic,34,10.35,English only,10.35,False,2,7
2010000705549,Northeast,Middle Atlantic,34,Non-Family,Spanish,13.52,False,Non-Family,Non-Family
2010000893244,Northeast,Middle Atlantic,34,11.43,English only,11.43,False,2,2
2010001142481,Northeast,Middle Atlantic,34,12.99,English only,12.99,False,3+,4
2010001256691,Northeast,Middle Atlantic,34,13.63,Spanish,13.63,False,2,5
2011000147019,Northeast,Middle Atlantic,34,11.84,English only,11.84,False,2,2
2011000680003,Northeast,Middle Atlantic,34,Non-Family,English only,10.25,False,Non-Family,Non-Family
2011001058552,Northeast,Middle Atlantic,34,Non-Family,English only,10.44,False,Non-Family,Non-Family
2011001135856,Northeast,Middle Atlantic,34,10.37,Spanish,11.22,True,1,4
2011001460414,Northeast,Middle Atlantic,34,Non-Family,Other Indo-European,12.91,False,Non-Family,Non-Family
2012000248718,Northeast,Middle Atlantic,34,Non-Family,English only,11.31,False,Non-Family,Non-Family
